Open,High,Low,Close,Adj Close,Volume,Return,Date,Week_Number,Year,Day,Weekday,mean_return,volatility
267.8399963378906,268.80999755859375,267.3999938964844,268.7699890136719,244.0577392578125,86655700,0.0,2018-01-02,00,2018,2,Tuesday,0.43,0.30653221690386806
268.9599914550781,270.6400146484375,268.9599914550781,270.4700012207031,245.60150146484375,90070400,0.633,2018-01-03,00,2018,3,Wednesday,0.43,0.30653221690386806
271.20001220703125,272.1600036621094,270.5400085449219,271.6099853515625,246.63668823242188,80636400,0.421,2018-01-04,00,2018,4,Thursday,0.43,0.30653221690386806
272.510009765625,273.55999755859375,271.95001220703125,273.4200134277344,248.28021240234375,83524000,0.666,2018-01-05,00,2018,5,Friday,0.43,0.30653221690386806
273.30999755859375,274.1000061035156,272.9800109863281,273.9200134277344,248.73423767089844,57319200,0.183,2018-01-08,01,2018,8,Monday,0.3276,0.3637888123623375
274.3999938964844,275.25,274.0799865722656,274.5400085449219,249.2972869873047,57254000,0.226,2018-01-09,01,2018,9,Tuesday,0.3276,0.3637888123623375
273.67999267578125,274.4200134277344,272.9200134277344,274.1199951171875,248.9158935546875,69574300,-0.153,2018-01-10,01,2018,10,Wednesday,0.3276,0.3637888123623375
274.75,276.1199951171875,274.55999755859375,276.1199951171875,250.73196411132812,62361500,0.73,2018-01-11,01,2018,11,Thursday,0.3276,0.3637888123623375
276.4200134277344,278.1099853515625,276.0799865722656,277.9200134277344,252.3665313720703,90816100,0.652,2018-01-12,01,2018,12,Friday,0.3276,0.3637888123623375
279.3500061035156,280.0899963378906,276.17999267578125,276.9700012207031,251.5037841796875,106555100,-0.342,2018-01-16,02,2018,16,Tuesday,0.22449999999999998,0.5940878161798416
278.0299987792969,280.04998779296875,276.9700012207031,279.6099853515625,253.90103149414062,113258800,0.953,2018-01-17,02,2018,17,Wednesday,0.22449999999999998,0.5940878161798416
279.4800109863281,279.9599914550781,278.5799865722656,279.1400146484375,253.47434997558594,100728000,-0.168,2018-01-18,02,2018,18,Thursday,0.22449999999999998,0.5940878161798416
279.79998779296875,280.4100036621094,279.1400146484375,280.4100036621094,254.62750244140625,140920100,0.455,2018-01-19,02,2018,19,Friday,0.22449999999999998,0.5940878161798416
280.1700134277344,282.69000244140625,280.1099853515625,282.69000244140625,256.6978759765625,91322400,0.813,2018-01-22,03,2018,22,Monday,0.4372,0.523078101243017
282.739990234375,283.6199951171875,282.3699951171875,283.2900085449219,257.24273681640625,97084700,0.212,2018-01-23,03,2018,23,Tuesday,0.4372,0.523078101243017
284.0199890136719,284.70001220703125,281.8399963378906,283.17999267578125,257.1427917480469,134816100,-0.039,2018-01-24,03,2018,24,Wednesday,0.4372,0.523078101243017
284.1600036621094,284.2699890136719,282.3999938964844,283.29998779296875,257.2518615722656,84587300,0.042,2018-01-25,03,2018,25,Thursday,0.4372,0.523078101243017
284.25,286.6300048828125,283.9599914550781,286.5799865722656,260.23028564453125,107743100,1.158,2018-01-26,03,2018,26,Friday,0.4372,0.523078101243017
285.92999267578125,286.42999267578125,284.5,284.67999267578125,258.50482177734375,90118300,-0.663,2018-01-29,04,2018,29,Monday,-0.7858,0.8887399507167437
282.6000061035156,284.739990234375,281.2200012207031,281.760009765625,255.85345458984375,131796400,-1.026,2018-01-30,04,2018,30,Tuesday,-0.7858,0.8887399507167437
282.7300109863281,283.29998779296875,280.67999267578125,281.8999938964844,255.9804229736328,108364800,0.05,2018-01-31,04,2018,31,Wednesday,-0.7858,0.8887399507167437
281.07000732421875,283.05999755859375,280.67999267578125,281.5799865722656,255.68994140625,90102500,-0.113,2018-02-01,04,2018,1,Thursday,-0.7858,0.8887399507167437
280.0799865722656,280.2300109863281,275.4100036621094,275.45001220703125,250.1235809326172,173174800,-2.177,2018-02-02,04,2018,2,Friday,-0.7858,0.8887399507167437
273.45001220703125,275.8500061035156,263.30999755859375,263.92999267578125,239.66281127929688,294681800,-4.182,2018-02-05,05,2018,5,Monday,-1.0008000000000001,2.8715359478857305
259.94000244140625,269.70001220703125,258.70001220703125,269.1300048828125,244.38470458984375,355026800,1.97,2018-02-06,05,2018,6,Tuesday,-1.0008000000000001,2.8715359478857305
268.5,272.3599853515625,267.5799865722656,267.6700134277344,243.05889892578125,167376100,-0.543,2018-02-07,05,2018,7,Wednesday,-1.0008000000000001,2.8715359478857305
268.010009765625,268.1700134277344,257.5899963378906,257.6300048828125,233.94210815429688,246449500,-3.751,2018-02-08,05,2018,8,Thursday,-1.0008000000000001,2.8715359478857305
260.79998779296875,263.6099853515625,252.9199981689453,261.5,237.45619201660156,283565300,1.502,2018-02-09,05,2018,9,Friday,-1.0008000000000001,2.8715359478857305
263.8299865722656,267.010009765625,261.6600036621094,265.3399963378906,240.94320678710938,143736000,1.468,2018-02-12,06,2018,12,Monday,0.8744,0.6792763060787561
263.9700012207031,266.6199951171875,263.30999755859375,266.0,241.54251098632812,81223600,0.249,2018-02-13,06,2018,13,Tuesday,0.8744,0.6792763060787561
264.30999755859375,270.0,264.29998779296875,269.5899963378906,244.80239868164062,120735700,1.35,2018-02-14,06,2018,14,Wednesday,0.8744,0.6792763060787561
271.57000732421875,273.0400085449219,268.7699890136719,273.0299987792969,247.92613220214844,111200300,1.276,2018-02-15,06,2018,15,Thursday,0.8744,0.6792763060787561
272.32000732421875,275.32000732421875,272.2699890136719,273.1099853515625,247.9987030029297,160420100,0.029,2018-02-16,06,2018,16,Friday,0.8744,0.6792763060787561
272.0299987792969,273.6700134277344,270.5,271.3999938964844,246.4459991455078,86369700,-0.626,2018-02-20,07,2018,20,Tuesday,0.15025000000000002,1.0175658455353147
271.8999938964844,274.7200012207031,269.94000244140625,270.04998779296875,245.22007751464844,98883700,-0.497,2018-02-21,07,2018,21,Wednesday,0.15025000000000002,1.0175658455353147
271.1000061035156,273.04998779296875,269.6400146484375,270.3999938964844,245.5378875732422,110511300,0.13,2018-02-22,07,2018,22,Thursday,0.15025000000000002,1.0175658455353147
271.7900085449219,274.7099914550781,271.25,274.7099914550781,249.45159912109375,92766400,1.594,2018-02-23,07,2018,23,Friday,0.15025000000000002,1.0175658455353147
275.92999267578125,278.010009765625,275.260009765625,277.8999938964844,252.3483428955078,86491400,1.161,2018-02-26,08,2018,26,Monday,-0.40800000000000003,1.1705887407625275
278.1099853515625,278.9200134277344,274.3599853515625,274.42999267578125,249.19737243652344,99099200,-1.249,2018-02-27,08,2018,27,Tuesday,-0.40800000000000003,1.1705887407625275
275.67999267578125,276.19000244140625,271.2900085449219,271.6499938964844,246.67298889160156,121907800,-1.013,2018-02-28,08,2018,28,Wednesday,-0.40800000000000003,1.1705887407625275
271.4100036621094,273.1700134277344,266.0,267.70001220703125,243.08619689941406,176855100,-1.454,2018-03-01,08,2018,1,Thursday,-0.40800000000000003,1.1705887407625275
265.79998779296875,269.7200012207031,264.82000732421875,269.0799865722656,244.33929443359375,139083200,0.515,2018-03-02,08,2018,2,Friday,-0.40800000000000003,1.1705887407625275
267.7300109863281,272.8900146484375,267.6099853515625,272.19000244140625,247.16334533691406,97307400,1.156,2018-03-05,09,2018,5,Monday,0.7192000000000001,0.7206467234366641
273.29998779296875,273.3900146484375,271.17999267578125,272.8800048828125,247.78990173339844,79213200,0.253,2018-03-06,09,2018,6,Tuesday,0.7192000000000001,0.7206467234366641
270.4200134277344,273.17999267578125,270.20001220703125,272.7799987792969,247.69906616210938,87063500,-0.037,2018-03-07,09,2018,7,Wednesday,0.7192000000000001,0.7206467234366641
273.54998779296875,274.239990234375,272.4200134277344,274.1000061035156,248.89768981933594,66901200,0.484,2018-03-08,09,2018,8,Thursday,0.7192000000000001,0.7206467234366641
275.70001220703125,278.8699951171875,275.3399963378906,278.8699951171875,253.22915649414062,113625300,1.74,2018-03-09,09,2018,9,Friday,0.7192000000000001,0.7206467234366641
279.20001220703125,279.9100036621094,278.0799865722656,278.5199890136719,252.91131591796875,71924800,-0.126,2018-03-12,10,2018,12,Monday,-0.2572,0.3119081595598294
279.8399963378906,280.4100036621094,276.0299987792969,276.7200012207031,251.27676391601562,91968900,-0.646,2018-03-13,10,2018,13,Tuesday,-0.2572,0.3119081595598294
277.80999755859375,278.0199890136719,274.6700134277344,275.29998779296875,249.98733520507812,105895100,-0.513,2018-03-14,10,2018,14,Wednesday,-0.2572,0.3119081595598294
275.8800048828125,276.6099853515625,274.42999267578125,275.0,249.71493530273438,83433000,-0.109,2018-03-15,10,2018,15,Thursday,-0.2572,0.3119081595598294
274.5,275.3900146484375,274.1400146484375,274.20001220703125,249.98574829101562,100343700,0.108,2018-03-16,10,2018,16,Friday,-0.2572,0.3119081595598294
273.3500061035156,274.3999938964844,268.6199951171875,270.489990234375,246.60337829589844,109208400,-1.353,2018-03-19,11,2018,19,Monday,-1.2012,1.1697357393873198
270.94000244140625,271.6700134277344,270.17999267578125,270.95001220703125,247.02276611328125,59757300,0.17,2018-03-20,11,2018,20,Tuesday,-1.2012,1.1697357393873198
270.8999938964844,273.2699890136719,270.19000244140625,270.42999267578125,246.54864501953125,78709600,-0.192,2018-03-21,11,2018,21,Wednesday,-1.2012,1.1697357393873198
267.9100036621094,268.8699951171875,263.3599853515625,263.6700134277344,240.3856658935547,148785900,-2.5,2018-03-22,11,2018,22,Thursday,-1.2012,1.1697357393873198
264.1700134277344,264.5400085449219,257.8299865722656,258.04998779296875,235.2618865966797,183534800,-2.131,2018-03-23,11,2018,23,Friday,-1.2012,1.1697357393873198
262.1300048828125,265.42999267578125,259.4100036621094,265.1099853515625,241.6984405517578,141956100,2.736,2018-03-26,12,2018,26,Monday,0.5045000000000001,1.9219196133033245
266.1700134277344,266.7699890136719,258.8399963378906,260.6000061035156,237.5867156982422,129941400,-1.701,2018-03-27,12,2018,27,Tuesday,0.5045000000000001,1.9219196133033245
260.75,262.6400146484375,258.5799865722656,259.8299865722656,236.88473510742188,146452300,-0.295,2018-03-28,12,2018,28,Wednesday,0.5045000000000001,1.9219196133033245
261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,239.91152954101562,111601600,1.278,2018-03-29,12,2018,29,Thursday,0.5045000000000001,1.9219196133033245
262.54998779296875,263.1300048828125,254.6699981689453,257.4700012207031,234.733154296875,186286300,-2.158,2018-04-02,13,2018,2,Monday,-0.2492,1.7836652432561442
258.8699951171875,261.30999755859375,256.8399963378906,260.7699890136719,237.7417449951172,119956900,1.282,2018-04-03,13,2018,3,Tuesday,-0.2492,1.7836652432561442
256.75,264.3599853515625,256.6000061035156,263.55999755859375,240.28533935546875,123715300,1.07,2018-04-04,13,2018,4,Wednesday,-0.2492,1.7836652432561442
265.54998779296875,266.6400146484375,264.32000732421875,265.6400146484375,242.18167114257812,82652600,0.789,2018-04-05,13,2018,5,Thursday,-0.2492,1.7836652432561442
263.4200134277344,265.1099853515625,258.0,259.7200012207031,236.7844696044922,179521200,-2.229,2018-04-06,13,2018,6,Friday,-0.2492,1.7836652432561442
261.3699951171875,264.8399963378906,259.94000244140625,261.0,237.95140075683594,105442900,0.493,2018-04-09,14,2018,9,Monday,0.4178,0.8567553326358699
264.2699890136719,266.0400085449219,262.9800109863281,265.1499938964844,241.73495483398438,103529000,1.59,2018-04-10,14,2018,10,Tuesday,0.4178,0.8567553326358699
263.4700012207031,265.6400146484375,263.3900146484375,263.760009765625,240.46766662597656,91140200,-0.524,2018-04-11,14,2018,11,Wednesday,0.4178,0.8567553326358699
265.260009765625,267.0,265.05999755859375,265.92999267578125,242.44602966308594,68890500,0.823,2018-04-12,14,2018,12,Thursday,0.4178,0.8567553326358699
